gene,transcript_id,transcript_name,strand,last_exon_start,last_exon_end,utr_length,utr_status,ig_label
ITGA9,ENST00000944260,ITGA9-211,+,37818891,37819322,336,valid,
ITGA9,ENST00000944261,ITGA9-212,+,37818891,37819324,338,valid,
ITGAD,ENST00000389202,ITGAD-201,+,31426015,31426505,380,valid,
ITGAD,ENST00000444228,ITGAD-202,+,31408425,31408619,,missing_CDS,
ITGAD,ENST00000567308,ITGAD-203,+,31424467,31424715,,missing_CDS,
ITGAE,ENST00000263087,ITGAE-201,-,3714628,3714942,222,valid,
ITGAE,ENST00000570360,ITGAE-202,-,3714692,3714942,,missing_CDS,
ITGAE,ENST00000570415,ITGAE-203,-,3714666,3714942,,missing_CDS,
ITGAE,ENST00000571185,ITGAE-204,-,3724318,3724744,,missing_CDS,
ITGAE,ENST00000571937,ITGAE-205,-,3714653,3714942,,missing_CDS,
ITGAE,ENST00000572121,ITGAE-206,-,3751870,3751874,,missing_CDS,
ITGAE,ENST00000572179,ITGAE-207,-,3714628,3714942,,missing_CDS,
ITGAE,ENST00000572433,ITGAE-208,-,3714636,3714942,,missing_CDS,
ITGAE,ENST00000574026,ITGAE-209,-,3728014,3728026,,invalid_or_negative,
ITGAE,ENST00000868855,ITGAE-210,-,3714628,3714942,222,valid,
ITGAE,ENST00000868856,ITGAE-211,-,3714628,3714942,222,valid,
ITGAE,ENST00000868857,ITGAE-212,-,3714636,3714942,214,valid,
ITGAE,ENST00000949198,ITGAE-213,-,3714630,3714942,220,valid,
ITGAE,ENST00000949199,ITGAE-214,-,3714629,3714942,221,valid,
ITGAL,ENST00000356798,ITGAL-201,+,30521492,30523185,1523,valid,
ITGAL,ENST00000358164,ITGAL-202,+,30521492,30522968,1306,valid,
ITGAL,ENST00000433423,ITGAL-203,+,30521492,30521779,117,valid,
ITGAL,ENST00000562020,ITGAL-204,+,30506715,30506772,,missing_CDS,
ITGAL,ENST00000562652,ITGAL-205,+,30474561,30474607,434,valid,
ITGAL,ENST00000562857,ITGAL-206,+,30483827,30483964,2485,valid,
ITGAL,ENST00000563615,ITGAL-207,+,30510361,30510395,10973,valid,
ITGAL,ENST00000564632,ITGAL-208,+,30521492,30522243,,missing_CDS,
ITGAL,ENST00000564935,ITGAL-209,+,30494713,30494856,,missing_CDS,
ITGAL,ENST00000565348,ITGAL-210,+,30483827,30483964,,missing_CDS,
ITGAL,ENST00000565864,ITGAL-211,+,30479091,30479190,3901,valid,
ITGAL,ENST00000566149,ITGAL-212,+,30489082,30489304,,missing_CDS,
ITGAL,ENST00000566267,ITGAL-213,+,30516973,30517070,,missing_CDS,
ITGAL,ENST00000568012,ITGAL-214,+,30496097,30496201,,missing_CDS,
ITGAL,ENST00000568926,ITGAL-215,+,30510361,30510414,3643,valid,
ITGAL,ENST00000568987,ITGAL-216,+,30504175,30504219,,missing_CDS,
ITGAL,ENST00000569725,ITGAL-217,+,30479091,30479174,,invalid_or_negative,
ITGAL,ENST00000676652,ITGAL-218,+,30521492,30523181,33757,valid,
ITGAL,ENST00000677830,ITGAL-219,+,30521492,30523185,38997,valid,
ITGAL,ENST00000678203,ITGAL-220,+,30521492,30523567,48173,valid,
ITGAL,ENST00000678574,ITGAL-221,+,30521492,30523159,,missing_CDS,
ITGAL,ENST00000679323,ITGAL-222,+,30521492,30523159,1497,valid,
ITGAL,ENST00000875722,ITGAL-223,+,30521492,30523186,1524,valid,
ITGAL,ENST00000875723,ITGAL-224,+,30521492,30523186,1524,valid,
ITGAL,ENST00000955585,ITGAL-225,+,30521492,30523185,1523,valid,
ITGAL,ENST00000955586,ITGAL-226,+,30521492,30523185,1523,valid,
ITGAM,ENST00000544665,ITGAM-201,+,31331636,31332877,1173,valid,
ITGAM,ENST00000561838,ITGAM-202,+,31326856,31326968,,missing_CDS,
ITGAM,ENST00000565142,ITGAM-203,+,31331165,31331536,165,valid,
ITGAM,ENST00000567031,ITGAM-204,+,31324399,31324439,,invalid_or_negative,
ITGAM,ENST00000567178,ITGAM-205,+,31329798,31329905,,missing_CDS,
ITGAM,ENST00000569746,ITGAM-206,+,31329798,31330052,,missing_CDS,
ITGAM,ENST00000570242,ITGAM-207,+,31273365,31273684,,missing_CDS,
ITGAM,ENST00000648685,ITGAM-208,+,31331636,31332892,1188,valid,
ITGAM,ENST00000882543,ITGAM-209,+,31331636,31332879,1175,valid,
ITGAM,ENST00000943359,ITGAM-210,+,31331636,31332876,1172,valid,
ITGAM,ENST00000943360,ITGAM-211,+,31331636,31332875,1171,valid,
ITGAM,ENST00000943361,ITGAM-212,+,31331636,31332382,678,valid,
ITGAV,ENST00000261023,ITGAV-201,+,186677197,186680901,3612,valid,
ITGAV,ENST00000374907,ITGAV-202,+,186677197,186680897,3608,valid,
ITGAV,ENST00000430709,ITGAV-203,+,186675820,186676283,329,valid,
ITGAV,ENST00000433736,ITGAV-204,+,186677197,186677441,152,valid,
ITGAV,ENST00000460641,ITGAV-205,+,186667671,186668020,,missing_CDS,
ITGAV,ENST00000496477,ITGAV-206,+,186675604,186675638,,missing_CDS,
ITGAV,ENST00000496854,ITGAV-207,+,186669701,186670420,,missing_CDS,
ITGAV,ENST00000696906,ITGAV-208,+,186680627,186680894,260,valid,
ITGAV,ENST00000696907,ITGAV-209,+,186677197,186680895,3606,valid,
ITGAV,ENST00000696908,ITGAV-210,+,186677197,186680895,47565,valid,
ITGAV,ENST00000696909,ITGAV-211,+,186677197,186680895,3606,valid,
ITGAV,ENST00000696910,ITGAV-212,+,186677197,186680886,3597,valid,
ITGAV,ENST00000696911,ITGAV-213,+,186677197,186680887,3598,valid,
ITGAV,ENST00000696912,ITGAV-214,+,186677197,186680895,3606,valid,
ITGAV,ENST00000696913,ITGAV-215,+,186677197,186680895,3606,valid,
ITGAV,ENST00000696914,ITGAV-216,+,186677197,186680895,50092,valid,
ITGAV,ENST00000696915,ITGAV-217,+,186625473,186627652,,missing_CDS,
ITGAV,ENST00000696916,ITGAV-218,+,186622339,186623669,,missing_CDS,
ITGAV,ENST00000696917,ITGAV-219,+,186677197,186680895,,missing_CDS,
ITGAV,ENST00000696918,ITGAV-220,+,186676813,186680889,,missing_CDS,
ITGAV,ENST00000696919,ITGAV-221,+,186676813,186680889,,missing_CDS,
ITGAV,ENST00000696936,ITGAV-222,+,186665126,186665307,,missing_CDS,
ITGAV,ENST00000696937,ITGAV-223,+,186677197,186680895,13107,valid,
ITGAV,ENST00000877363,ITGAV-224,+,186677197,186680901,3612,valid,
ITGAV,ENST00000925191,ITGAV-225,+,186677197,186680901,3612,valid,
ITGAV,ENST00000925192,ITGAV-226,+,186677197,186680897,3608,valid,
ITGAV,ENST00000925193,ITGAV-227,+,186677197,186679962,2673,valid,
ITGAX,ENST00000268296,ITGAX-201,+,31381803,31382999,1095,valid,
ITGAX,ENST00000562138,ITGAX-202,+,31372597,31372654,,missing_CDS,
ITGAX,ENST00000562522,ITGAX-203,+,31382468,31382943,450,valid,
ITGAX,ENST00000562918,ITGAX-204,+,31357334,31358455,897,valid,
ITGAX,ENST00000564308,ITGAX-205,+,31355893,31356278,,missing_CDS,
ITGAX,ENST00000567409,ITGAX-206,+,31357031,31357862,,missing_CDS,
ITGAX,ENST00000571644,ITGAX-207,+,31381803,31382932,,missing_CDS,
ITGAX,ENST00000958326,ITGAX-208,+,31381803,31382174,270,valid,
ITGAX,ENST00000958327,ITGAX-209,+,31381803,31381948,44,valid,
ITGB1,ENST00000302278,ITGB1-201,-,32900318,32901635,1255,valid,
ITGB1,ENST00000396033,ITGB1-202,-,32900319,32901635,1254,valid,
ITGB1,ENST00000414670,ITGB1-203,-,32932521,32932600,,invalid_or_negative,
ITGB1,ENST00000417122,ITGB1-204,-,32900333,32901635,1240,valid,
ITGB1,ENST00000423113,ITGB1-205,-,32900318,32901635,6754,valid,
ITGB1,ENST00000437302,ITGB1-206,-,32900333,32901635,1240,valid,
ITGB1,ENST00000439974,ITGB1-207,-,32958486,32958886,,missing_CDS,
ITGB1,ENST00000464001,ITGB1-208,-,32929932,32930044,,missing_CDS,
ITGB1,ENST00000472147,ITGB1-209,-,32929985,32930044,,invalid_or_negative,
ITGB1,ENST00000474568,ITGB1-210,-,32906010,32906580,1062,valid,
ITGB1,ENST00000475184,ITGB1-211,-,32922778,32923740,,missing_CDS,
ITGB1,ENST00000480226,ITGB1-212,-,32928150,32928264,,invalid_or_negative,
ITGB1,ENST00000484088,ITGB1-213,-,32925961,32926109,,missing_CDS,
ITGB1,ENST00000488427,ITGB1-214,-,32900333,32901635,1240,valid,
ITGB1,ENST00000488494,ITGB1-215,-,32900333,32901635,1240,valid,
ITGB1,ENST00000494395,ITGB1-216,-,32901564,32901635,9964,valid,
ITGB1,ENST00000528877,ITGB1-217,-,32929885,32930044,,invalid_or_negative,
ITGB1,ENST00000534049,ITGB1-218,-,32928212,32928264,,invalid_or_negative,
ITGB1,ENST00000609742,ITGB1-219,-,32887273,32889002,1682,valid,
ITGB1,ENST00000676460,ITGB1-220,-,32906319,32908534,2013,valid,
ITGB1,ENST00000676623,ITGB1-221,-,32900333,32901635,,missing_CDS,
ITGB1,ENST00000676659,ITGB1-222,-,32900414,32901635,1194,valid,
ITGB1,ENST00000676895,ITGB1-223,-,32900333,32901635,21358,valid,
ITGB1,ENST00000676964,ITGB1-224,-,32900333,32901635,1240,valid,
ITGB1,ENST00000677310,ITGB1-225,-,32897326,32901635,4282,valid,
ITGB1,ENST00000677363,ITGB1-226,-,32900277,32901635,6795,valid,
ITGB1,ENST00000677999,ITGB1-227,-,32900333,32901635,1240,valid,
ITGB1,ENST00000678120,ITGB1-228,-,32900333,32901635,20056,valid,
ITGB1,ENST00000678479,ITGB1-229,-,32900333,32901635,29674,valid,
ITGB1,ENST00000678591,ITGB1-230,-,32900333,32901635,1240,valid,
ITGB1,ENST00000678701,ITGB1-231,-,32900333,32901635,1240,valid,
ITGB1,ENST00000678766,ITGB1-232,-,32900412,32901635,1196,valid,
ITGB1,ENST00000678943,ITGB1-233,-,32900333,32901635,1240,valid,
ITGB1,ENST00000678952,ITGB1-234,-,32900333,32901635,1240,valid,
ITGB1,ENST00000678989,ITGB1-235,-,32887332,32889002,14241,valid,
ITGB1,ENST00000679187,ITGB1-236,-,32900333,32901635,1240,valid,
ITGB1,ENST00000898616,ITGB1-237,-,32900395,32901635,1178,valid,
ITGB1,ENST00000898617,ITGB1-238,-,32900321,32901635,1252,valid,
ITGB1,ENST00000898618,ITGB1-239,-,32900392,32901635,1181,valid,
ITGB1,ENST00000898619,ITGB1-240,-,32900320,32901635,1253,valid,
ITGB1,ENST00000898620,ITGB1-241,-,32900394,32901635,1179,valid,
ITGB1,ENST00000898621,ITGB1-242,-,32900399,32901635,1174,valid,
ITGB1,ENST00000898622,ITGB1-243,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898623,ITGB1-244,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898624,ITGB1-245,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898625,ITGB1-246,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898626,ITGB1-247,-,32900395,32901635,1178,valid,
ITGB1,ENST00000898627,ITGB1-248,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898628,ITGB1-249,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898629,ITGB1-250,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898630,ITGB1-251,-,32900395,32901635,1178,valid,
ITGB1,ENST00000898631,ITGB1-252,-,32900400,32901635,1173,valid,
ITGB1,ENST00000898632,ITGB1-253,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898633,ITGB1-254,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898634,ITGB1-255,-,32900399,32901635,1174,valid,
ITGB1,ENST00000898635,ITGB1-256,-,32900400,32901635,1173,valid,
ITGB1,ENST00000898636,ITGB1-257,-,32900400,32901635,1173,valid,
ITGB1,ENST00000898637,ITGB1-258,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898638,ITGB1-259,-,32900325,32901635,1248,valid,
ITGB1,ENST00000898639,ITGB1-260,-,32900397,32901635,1176,valid,
ITGB1,ENST00000898640,ITGB1-261,-,32900395,32901635,1178,valid,
ITGB1,ENST00000931352,ITGB1-262,-,32900392,32901635,1181,valid,
ITGB1,ENST00000931353,ITGB1-263,-,32900397,32901635,1176,valid,
ITGB1,ENST00000931354,ITGB1-264,-,32900397,32901635,1176,valid,
ITGB1,ENST00000931355,ITGB1-265,-,32900397,32901635,1176,valid,
ITGB1,ENST00000931356,ITGB1-266,-,32900397,32901635,1176,valid,
ITGB1,ENST00000931357,ITGB1-267,-,32900398,32901635,1175,valid,
ITGB1,ENST00000931358,ITGB1-268,-,32900397,32901635,1176,valid,
ITGB1,ENST00000931359,ITGB1-269,-,32900397,32901635,1176,valid,
ITGB1,ENST00000931360,ITGB1-270,-,32900400,32901635,1173,valid,
ITGB1,ENST00000931361,ITGB1-271,-,32900397,32901635,1176,valid,
ITGB1,ENST00000966585,ITGB1-272,-,32900319,32901635,1254,valid,
ITGB1,ENST00000966586,ITGB1-273,-,32900328,32901635,1245,valid,
ITGB1,ENST00000966587,ITGB1-274,-,32900391,32901635,1182,valid,
ITGB1,ENST00000966588,ITGB1-275,-,32900395,32901635,1178,valid,
ITGB1,ENST00000966589,ITGB1-276,-,32900402,32901635,1171,valid,
ITGB1,ENST00000966590,ITGB1-277,-,32900392,32901635,1181,valid,
ITGB1,ENST00000966591,ITGB1-278,-,32900396,32901635,1177,valid,
ITGB1,ENST00000966592,ITGB1-279,-,32900397,32901635,1176,valid,
ITGB1,ENST00000966593,ITGB1-280,-,32900397,32901635,1176,valid,
ITGB1,ENST00000966594,ITGB1-281,-,32900399,32901635,1174,valid,
ITGB1,ENST00000966595,ITGB1-282,-,32900402,32901614,1171,valid,
ITGB1,ENST00000966596,ITGB1-283,-,32900402,32901635,1171,valid,
ITGB1,ENST00000966597,ITGB1-284,-,32900401,32901635,1172,valid,
ITGB1,ENST00000966598,ITGB1-285,-,32900402,32901635,1171,valid,
ITGB1,ENST00000966599,ITGB1-286,-,32900393,32901635,1180,valid,
ITGB1,ENST00000966600,ITGB1-287,-,32900392,32901635,1181,valid,
ITGB1,ENST00000966601,ITGB1-288,-,32901564,32901635,9,valid,
ITGB1,ENST00000966602,ITGB1-289,-,32901564,32901635,9,valid,
ITGB2,ENST00000302347,ITGB2-201,-,44885965,44886430,406,valid,
ITGB2,ENST00000320216,ITGB2-202,-,44899067,44899162,,invalid_or_negative,
ITGB2,ENST00000355153,ITGB2-203,-,44885953,44886430,418,valid,
ITGB2,ENST00000397846,ITGB2-204,-,44907987,44908182,19,valid,
ITGB2,ENST00000397850,ITGB2-205,-,44885953,44886430,418,valid,
ITGB2,ENST00000397852,ITGB2-206,-,44885953,44886430,418,valid,
ITGB2,ENST00000397854,ITGB2-207,-,44885953,44886430,418,valid,
ITGB2,ENST00000397857,ITGB2-208,-,44885953,44886430,418,valid,
ITGB2,ENST00000475170,ITGB2-209,-,44885953,44886430,,missing_CDS,
ITGB2,ENST00000479202,ITGB2-210,-,44886333,44886430,,missing_CDS,
ITGB2,ENST00000479849,ITGB2-211,-,44907987,44908182,,missing_CDS,
ITGB2,ENST00000498666,ITGB2-212,-,44885953,44886430,,missing_CDS,
ITGB2,ENST00000517563,ITGB2-213,-,44903503,44903535,,invalid_or_negative,
ITGB2,ENST00000517819,ITGB2-214,-,44907032,44907095,,invalid_or_negative,
ITGB2,ENST00000518033,ITGB2-215,-,44910321,44910785,,missing_CDS,
ITGB2,ENST00000520389,ITGB2-216,-,44903515,44903535,3558,valid,
ITGB2,ENST00000521987,ITGB2-217,-,44901551,44901830,,missing_CDS,
ITGB2,ENST00000521995,ITGB2-218,-,44910284,44910372,,invalid_or_negative,
ITGB2,ENST00000522688,ITGB2-219,-,44903508,44903535,,invalid_or_negative,
ITGB2,ENST00000522931,ITGB2-220,-,44903384,44903535,,invalid_or_negative,
ITGB2,ENST00000523126,ITGB2-221,-,44909320,44909491,,missing_CDS,
ITGB2,ENST00000523323,ITGB2-222,-,44885956,44886430,21117,valid,
ITGB2,ENST00000523663,ITGB2-223,-,44903365,44903535,,invalid_or_negative,
ITGB2,ENST00000524251,ITGB2-224,-,44906925,44907095,,invalid_or_negative,
ITGB2,ENST00000652462,ITGB2-225,-,44885953,44886430,418,valid,
ITGB2,ENST00000696946,ITGB2-226,-,44885965,44886430,,missing_CDS,
ITGB2,ENST00000909411,ITGB2-227,-,44885948,44886430,423,valid,
ITGB2,ENST00000909412,ITGB2-228,-,44886050,44886430,321,valid,
ITGB2,ENST00000909413,ITGB2-229,-,44885953,44886430,418,valid,
ITGB2,ENST00000909414,ITGB2-230,-,44885966,44886430,405,valid,
ITGB2,ENST00000909415,ITGB2-231,-,44885966,44886430,405,valid,
ITGB2,ENST00000909416,ITGB2-232,-,44885956,44886430,415,valid,
ITGB2,ENST00000909417,ITGB2-233,-,44885949,44886430,422,valid,
ITGB2,ENST00000909418,ITGB2-234,-,44885956,44886430,415,valid,
ITGB2,ENST00000909419,ITGB2-235,-,44885958,44886430,413,valid,
ITGB2,ENST00000909420,ITGB2-236,-,44885956,44886430,415,valid,
ITGB2,ENST00000909421,ITGB2-237,-,44885953,44886430,418,valid,
ITGB2,ENST00000961802,ITGB2-238,-,44885958,44886430,413,valid,
ITGB2,ENST00000961803,ITGB2-239,-,44885955,44886430,416,valid,
ITGB2,ENST00000961804,ITGB2-240,-,44885958,44886430,413,valid,
ITGB3,ENST00000559488,ITGB3-201,+,47310139,47313743,3542,valid,
ITGB3,ENST00000571680,ITGB3-202,+,47290954,47291487,330,valid,
ITGB3,ENST00000573377,ITGB3-203,+,47292139,47292171,1014,valid,
ITGB3,ENST00000696963,ITGB3-204,+,47307471,47308126,450,valid,
ITGB4,ENST00000200181,ITGB4-201,+,75757416,75757818,266,valid,
ITGB4,ENST00000449880,ITGB4-202,+,75757416,75757818,266,valid,
ITGB4,ENST00000450894,ITGB4-203,+,75757416,75757815,263,valid,
ITGB4,ENST00000578318,ITGB4-204,+,75757200,75757818,500,valid,
ITGB4,ENST00000579211,ITGB4-205,+,75755701,75755778,,missing_CDS,
ITGB4,ENST00000579662,ITGB4-206,+,75757416,75757604,52,valid,
ITGB4,ENST00000580542,ITGB4-207,+,75740982,75741105,,missing_CDS,
ITGB4,ENST00000582629,ITGB4-208,+,75757626,75757818,116,valid,
ITGB4,ENST00000583327,ITGB4-209,+,75755701,75755808,,missing_CDS,
ITGB4,ENST00000584025,ITGB4-210,+,75748841,75749045,,missing_CDS,
ITGB4,ENST00000584374,ITGB4-211,+,75739880,75739905,,missing_CDS,
ITGB4,ENST00000584558,ITGB4-212,+,75742582,75742657,,missing_CDS,
ITGB4,ENST00000584939,ITGB4-213,+,75756943,75757002,,invalid_or_negative,
ITGB4,ENST00000864026,ITGB4-214,+,75757416,75757816,264,valid,
ITGB4,ENST00000864027,ITGB4-215,+,75757416,75757821,269,valid,
ITGB4,ENST00000864028,ITGB4-216,+,75757416,75757821,269,valid,
ITGB4,ENST00000864029,ITGB4-217,+,75757416,75757818,266,valid,
ITGB4,ENST00000864030,ITGB4-218,+,75757416,75757818,266,valid,
ITGB4,ENST00000864031,ITGB4-219,+,75757416,75757813,261,valid,
ITGB4,ENST00000864032,ITGB4-220,+,75757416,75757818,266,valid,
ITGB4,ENST00000864033,ITGB4-221,+,75757416,75757819,267,valid,
ITGB4,ENST00000864034,ITGB4-222,+,75757416,75757818,266,valid,
ITGB4,ENST00000864035,ITGB4-223,+,75757416,75757819,267,valid,
ITGB4,ENST00000864036,ITGB4-224,+,75757416,75757819,267,valid,
ITGB4,ENST00000864037,ITGB4-225,+,75757416,75757818,266,valid,
ITGB4,ENST00000864038,ITGB4-226,+,75757416,75757818,266,valid,
ITGB4,ENST00000864039,ITGB4-227,+,75757416,75757813,261,valid,
ITGB4,ENST00000864040,ITGB4-228,+,75757416,75757817,265,valid,
ITGB4,ENST00000864041,ITGB4-229,+,75757416,75757816,264,valid,
ITGB4,ENST00000939590,ITGB4-230,+,75757416,75757818,266,valid,
ITGB4,ENST00000948785,ITGB4-231,+,75757416,75757819,267,valid,
ITGB4,ENST00000948786,ITGB4-232,+,75757416,75757816,264,valid,
ITGB4,ENST00000948787,ITGB4-233,+,75757416,75757815,263,valid,
ITGB4,ENST00000948788,ITGB4-234,+,75757416,75757817,265,valid,
ITGB4,ENST00000948789,ITGB4-235,+,75757416,75757814,262,valid,
ITGB4,ENST00000948790,ITGB4-236,+,75757416,75757812,260,valid,
ITGB4,ENST00000948791,ITGB4-237,+,75757416,75757820,268,valid,
ITGB4,ENST00000948792,ITGB4-238,+,75757416,75757818,266,valid,
ITGB4,ENST00000948793,ITGB4-239,+,75757416,75757816,264,valid,
ITGB4,ENST00000948794,ITGB4-240,+,75757416,75757817,265,valid,
ITGB5,ENST00000296181,ITGB5-201,-,124761948,124763718,1678,valid,
ITGB5,ENST00000460797,ITGB5-202,-,124762948,124763718,,missing_CDS,
ITGB5,ENST00000461306,ITGB5-203,-,124764457,124764557,,missing_CDS,
ITGB5,ENST00000465464,ITGB5-204,-,124821331,124821474,27227,valid,
ITGB5,ENST00000474838,ITGB5-205,-,124796540,124796817,,missing_CDS,
ITGB5,ENST00000476988,ITGB5-206,-,124817621,124817710,,missing_CDS,
ITGB5,ENST00000481591,ITGB5-207,-,124766230,124766345,,invalid_or_negative,
ITGB5,ENST00000483168,ITGB5-208,-,124848359,124848558,,invalid_or_negative,
ITGB5,ENST00000488466,ITGB5-209,-,124773819,124773912,,invalid_or_negative,
ITGB5,ENST00000496703,ITGB5-210,-,124796591,124796817,,invalid_or_negative,
ITGB5,ENST00000608107,ITGB5-211,-,124848419,124848558,,invalid_or_negative,
ITGB5,ENST00000608657,ITGB5-212,-,124841421,124841551,,invalid_or_negative,
ITGB5,ENST00000608945,ITGB5-213,-,124894452,124894639,,missing_CDS,
ITGB5,ENST00000905025,ITGB5-214,-,124761954,124763718,1672,valid,
ITGB5,ENST00000905026,ITGB5-215,-,124762968,124763718,658,valid,
ITGB5,ENST00000935895,ITGB5-216,-,124761948,124763718,1678,valid,
ITGB5,ENST00000935896,ITGB5-217,-,124761948,124763718,1678,valid,
ITGB5,ENST00000935897,ITGB5-218,-,124761954,124763718,1672,valid,
ITGB5,ENST00000935898,ITGB5-219,-,124762948,124763718,678,valid,
ITGB5,ENST00000935899,ITGB5-220,-,124762948,124763718,678,valid,
ITGB5,ENST00000935900,ITGB5-221,-,124762948,124763718,678,valid,
ITGB5,ENST00000935901,ITGB5-222,-,124762953,124763718,673,valid,
ITGB5,ENST00000935902,ITGB5-223,-,124762950,124763718,676,valid,
ITGB5,ENST00000935903,ITGB5-224,-,124762950,124763718,676,valid,
ITGB5,ENST00000935904,ITGB5-225,-,124762948,124763718,678,valid,
ITGB5,ENST00000935905,ITGB5-226,-,124762948,124763718,678,valid,
ITGB5,ENST00000935906,ITGB5-227,-,124762961,124763718,665,valid,
ITGB5,ENST00000935907,ITGB5-228,-,124762951,124763718,675,valid,
ITGB5,ENST00000935908,ITGB5-229,-,124762968,124763718,658,valid,
ITGB5,ENST00000935909,ITGB5-230,-,124762948,124763718,678,valid,
ITGB5,ENST00000935910,ITGB5-231,-,124763171,124763718,455,valid,
ITGB5,ENST00000965612,ITGB5-232,-,124762951,124763718,675,valid,
ITGB5,ENST00000965613,ITGB5-233,-,124762950,124763718,676,valid,
ITGB5,ENST00000965614,ITGB5-234,-,124762951,124763718,675,valid,
ITGB5,ENST00000965615,ITGB5-235,-,124763163,124763718,463,valid,
ITGB5,ENST00000965616,ITGB5-236,-,124763163,124763718,463,valid,
ITGB5,ENST00000965617,ITGB5-237,-,124763163,124763718,463,valid,
ITGB6,ENST00000283249,ITGB6-201,-,160099671,160101834,2068,valid,
ITGB6,ENST00000409583,ITGB6-202,-,160099671,160101834,95908,valid,
ITGB6,ENST00000409872,ITGB6-203,-,160101736,160101834,3,valid,
ITGB6,ENST00000409967,ITGB6-204,-,160101685,160101834,54,valid,
ITGB6,ENST00000428609,ITGB6-205,-,160101636,160101834,103,valid,
ITGB6,ENST00000475438,ITGB6-206,-,160101565,160101645,,missing_CDS,
ITGB6,ENST00000485635,ITGB6-207,-,160141981,160142071,37036,valid,
ITGB6,ENST00000498478,ITGB6-208,-,160200773,160201217,,missing_CDS,
ITGB6,ENST00000620391,ITGB6-209,-,160099667,160101834,2072,valid,
ITGB6,ENST00000652612,ITGB6-210,-,160171470,160172730,,missing_CDS,
ITGB6,ENST00000873501,ITGB6-211,-,160099664,160101834,2075,valid,
ITGB6,ENST00000873502,ITGB6-212,-,160099674,160101834,2065,valid,
ITGB6,ENST00000873503,ITGB6-213,-,160099678,160101834,2061,valid,
ITGB6,ENST00000958489,ITGB6-214,-,160099675,160101834,2064,valid,
ITGB6,ENST00000958490,ITGB6-215,-,160099673,160101834,2066,valid,
ITGB6,ENST00000958491,ITGB6-216,-,160099674,160101834,2065,valid,
ITGB6,ENST00000958492,ITGB6-217,-,160099681,160101834,2058,valid,
ITGB6,ENST00000958493,ITGB6-218,-,160100277,160101834,1462,valid,
ITGB6,ENST00000958494,ITGB6-219,-,160101191,160101834,548,valid,
ITGB7,ENST00000267082,ITGB7-201,-,53191323,53191636,236,valid,
ITGB7,ENST00000422257,ITGB7-202,-,53191323,53191636,236,valid,
ITGB7,ENST00000542497,ITGB7-203,-,53191557,53191636,877,valid,
ITGB7,ENST00000548269,ITGB7-204,-,53193677,53193901,,missing_CDS,
ITGB7,ENST00000548706,ITGB7-205,-,53192968,53193363,,missing_CDS,
ITGB7,ENST00000549086,ITGB7-206,-,53197887,53197951,,invalid_or_negative,
ITGB7,ENST00000549196,ITGB7-207,-,53196101,53196199,,missing_CDS,
ITGB7,ENST00000549462,ITGB7-208,-,53196594,53197663,,missing_CDS,
ITGB7,ENST00000550743,ITGB7-209,-,53191371,53191636,188,valid,
ITGB7,ENST00000551319,ITGB7-210,-,53191323,53191731,379,valid,
ITGB7,ENST00000551887,ITGB7-211,-,53195654,53195721,,missing_CDS,
ITGB7,ENST00000552935,ITGB7-212,-,53197872,53197951,,invalid_or_negative,
ITGB7,ENST00000552972,ITGB7-213,-,53197591,53197663,,invalid_or_negative,
ITGB7,ENST00000589179,ITGB7-214,-,53196332,53197663,,missing_CDS,
ITGB7,ENST00000851175,ITGB7-215,-,53191320,53191636,239,valid,
ITGB7,ENST00000851176,ITGB7-216,-,53191320,53191636,239,valid,
ITGB7,ENST00000851177,ITGB7-217,-,53191318,53191636,241,valid,
ITGB7,ENST00000851178,ITGB7-218,-,53191323,53191636,236,valid,
ITGB7,ENST00000851179,ITGB7-219,-,53191325,53191636,234,valid,
ITGB7,ENST00000961741,ITGB7-220,-,53191325,53191636,234,valid,
ITGB8,ENST00000222573,ITGB8-201,+,20409875,20415754,5760,valid,
ITGB8,ENST00000460204,ITGB8-202,+,20352315,20353357,,missing_CDS,
ITGB8,ENST00000477859,ITGB8-203,+,20379051,20382081,,missing_CDS,
ITGB8,ENST00000478974,ITGB8-204,+,20398860,20399062,,missing_CDS,
ITGB8,ENST00000537992,ITGB8-205,+,20409875,20410330,336,valid,
ITGB8,ENST00000897604,ITGB8-206,+,20409875,20412060,2066,valid,
ITGB8,ENST00000897605,ITGB8-207,+,20409875,20411087,1093,valid,
ITGB8,ENST00000897606,ITGB8-208,+,20409875,20411087,1093,valid,
ITGB8,ENST00000897607,ITGB8-209,+,20409875,20411087,1093,valid,
ITGB8,ENST00000897608,ITGB8-210,+,20409875,20411087,1093,valid,
ITGB8,ENST00000897609,ITGB8-211,+,20409875,20410002,8,valid,
KRAS,ENST00000256078,KRAS-201,-,25205246,25209911,10198,valid,
