gene,polyA_group,feature_type,feature_id,chrom,start,end,strand,transcripts,transcript_names,avg_utr_length,min_utr_length,max_utr_length,evidence_tier
ITGAX,ITGAX_polyA5,last_exon_group,ITGAX_polyA5_exon_ENST00000958327,16,31381803,31381948,+,ENST00000958327,ITGAX-209,44.0,44,44,tier1_group
ITGAX,ITGAX_polyA6,polyA_window,ITGAX_polyA6_window,16,31381974,31382374,+,ENST00000958326,ITGAX-208,270.0,270,270,tier3_polyA
ITGAX,ITGAX_polyA6,last_exon_group,ITGAX_polyA6_exon_ENST00000958326,16,31381803,31382174,+,ENST00000958326,ITGAX-208,270.0,270,270,tier1_group
ITGAX,ITGAX_polyA7,polyA_window,ITGAX_polyA7_window,16,31382737,31383137,+,ENST00000571644;ENST00000562522,ITGAX-207;ITGAX-203,450.0,450,450,tier3_polyA
ITGAX,ITGAX_polyA7,last_exon_group,ITGAX_polyA7_exon_ENST00000571644,16,31381803,31382932,+,ENST00000571644,ITGAX-207,450.0,450,450,tier1_group
ITGAX,ITGAX_polyA7,last_exon_group,ITGAX_polyA7_exon_ENST00000562522,16,31382468,31382943,+,ENST00000562522,ITGAX-203,450.0,450,450,tier1_group
ITGAX,ITGAX_polyA8,polyA_window,ITGAX_polyA8_window,16,31382799,31383199,+,ENST00000268296,ITGAX-201,1095.0,1095,1095,tier3_polyA
ITGAX,ITGAX_polyA8,last_exon_group,ITGAX_polyA8_exon_ENST00000268296,16,31381803,31382999,+,ENST00000268296,ITGAX-201,1095.0,1095,1095,tier1_group
ITGB1,ITGB1_polyA1,polyA_window,ITGB1_polyA1_window,10,32887102,32887502,-,ENST00000609742;ENST00000678989,ITGB1-219;ITGB1-235,7961.5,1682,14241,tier3_polyA
ITGB1,ITGB1_polyA1,last_exon_group,ITGB1_polyA1_exon_ENST00000609742,10,32887273,32889002,-,ENST00000609742,ITGB1-219,7961.5,1682,14241,tier1_group
ITGB1,ITGB1_polyA1,last_exon_group,ITGB1_polyA1_exon_ENST00000678989,10,32887332,32889002,-,ENST00000678989,ITGB1-235,7961.5,1682,14241,tier1_group
ITGB1,ITGB1_polyA2,polyA_window,ITGB1_polyA2_window,10,32897126,32897526,-,ENST00000677310,ITGB1-225,4282.0,4282,4282,tier3_polyA
ITGB1,ITGB1_polyA2,last_exon_group,ITGB1_polyA2_exon_ENST00000677310,10,32897326,32901635,-,ENST00000677310,ITGB1-225,4282.0,4282,4282,tier1_group
ITGB1,ITGB1_polyA3,polyA_window,ITGB1_polyA3_window,10,32900173,32900573,-,ENST00000677363;ENST00000302278;ENST00000423113;ENST00000396033;ENST00000966585;ENST00000898619;ENST00000898617;ENST00000898638;ENST00000966586;ENST00000417122;ENST00000437302;ENST00000488427;ENST00000488494;ENST00000676623;ENST00000676895;ENST00000676964;ENST00000677999;ENST00000678120;ENST00000678479;ENST00000678591;ENST00000678701;ENST00000678943;ENST00000678952;ENST00000679187;ENST00000966587;ENST00000898618;ENST00000931352;ENST00000966590;ENST00000966600;ENST00000966599;ENST00000898620;ENST00000898616;ENST00000898626;ENST00000898630;ENST00000898640;ENST00000966588;ENST00000966591;ENST00000898622;ENST00000898623;ENST00000898624;ENST00000898625;ENST00000898627;ENST00000898628;ENST00000898629;ENST00000898632;ENST00000898633;ENST00000898637;ENST00000898639;ENST00000931353;ENST00000931354;ENST00000931355;ENST00000931356;ENST00000931358;ENST00000931359;ENST00000931361;ENST00000966592;ENST00000966593;ENST00000931357;ENST00000898621;ENST00000898634;ENST00000966594;ENST00000898631;ENST00000898635;ENST00000898636;ENST00000931360;ENST00000966597;ENST00000966589;ENST00000966595;ENST00000966596;ENST00000966598;ENST00000678766;ENST00000676659,ITGB1-226;ITGB1-201;ITGB1-205;ITGB1-202;ITGB1-272;ITGB1-240;ITGB1-238;ITGB1-259;ITGB1-273;ITGB1-204;ITGB1-206;ITGB1-214;ITGB1-215;ITGB1-221;ITGB1-223;ITGB1-224;ITGB1-227;ITGB1-228;ITGB1-229;ITGB1-230;ITGB1-231;ITGB1-233;ITGB1-234;ITGB1-236;ITGB1-274;ITGB1-239;ITGB1-262;ITGB1-277;ITGB1-287;ITGB1-286;ITGB1-241;ITGB1-237;ITGB1-247;ITGB1-251;ITGB1-261;ITGB1-275;ITGB1-278;ITGB1-243;ITGB1-244;ITGB1-245;ITGB1-246;ITGB1-248;ITGB1-249;ITGB1-250;ITGB1-253;ITGB1-254;ITGB1-258;ITGB1-260;ITGB1-263;ITGB1-264;ITGB1-265;ITGB1-266;ITGB1-268;ITGB1-269;ITGB1-271;ITGB1-279;ITGB1-280;ITGB1-267;ITGB1-242;ITGB1-255;ITGB1-281;ITGB1-252;ITGB1-256;ITGB1-257;ITGB1-270;ITGB1-284;ITGB1-276;ITGB1-282;ITGB1-283;ITGB1-285;ITGB1-232;ITGB1-222,2303.169014084507,1171,29674,tier3_polyA
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000677363,10,32900277,32901635,-,ENST00000677363,ITGB1-226,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000302278,10,32900318,32901635,-,ENST00000302278,ITGB1-201,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000423113,10,32900318,32901635,-,ENST00000423113,ITGB1-205,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000396033,10,32900319,32901635,-,ENST00000396033,ITGB1-202,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966585,10,32900319,32901635,-,ENST00000966585,ITGB1-272,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898619,10,32900320,32901635,-,ENST00000898619,ITGB1-240,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898617,10,32900321,32901635,-,ENST00000898617,ITGB1-238,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898638,10,32900325,32901635,-,ENST00000898638,ITGB1-259,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966586,10,32900328,32901635,-,ENST00000966586,ITGB1-273,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000417122,10,32900333,32901635,-,ENST00000417122,ITGB1-204,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000437302,10,32900333,32901635,-,ENST00000437302,ITGB1-206,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000488427,10,32900333,32901635,-,ENST00000488427,ITGB1-214,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000488494,10,32900333,32901635,-,ENST00000488494,ITGB1-215,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000676623,10,32900333,32901635,-,ENST00000676623,ITGB1-221,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000676895,10,32900333,32901635,-,ENST00000676895,ITGB1-223,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000676964,10,32900333,32901635,-,ENST00000676964,ITGB1-224,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000677999,10,32900333,32901635,-,ENST00000677999,ITGB1-227,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678120,10,32900333,32901635,-,ENST00000678120,ITGB1-228,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678479,10,32900333,32901635,-,ENST00000678479,ITGB1-229,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678591,10,32900333,32901635,-,ENST00000678591,ITGB1-230,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678701,10,32900333,32901635,-,ENST00000678701,ITGB1-231,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678943,10,32900333,32901635,-,ENST00000678943,ITGB1-233,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678952,10,32900333,32901635,-,ENST00000678952,ITGB1-234,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000679187,10,32900333,32901635,-,ENST00000679187,ITGB1-236,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966587,10,32900391,32901635,-,ENST00000966587,ITGB1-274,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898618,10,32900392,32901635,-,ENST00000898618,ITGB1-239,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931352,10,32900392,32901635,-,ENST00000931352,ITGB1-262,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966590,10,32900392,32901635,-,ENST00000966590,ITGB1-277,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966600,10,32900392,32901635,-,ENST00000966600,ITGB1-287,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966599,10,32900393,32901635,-,ENST00000966599,ITGB1-286,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898620,10,32900394,32901635,-,ENST00000898620,ITGB1-241,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898616,10,32900395,32901635,-,ENST00000898616,ITGB1-237,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898626,10,32900395,32901635,-,ENST00000898626,ITGB1-247,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898630,10,32900395,32901635,-,ENST00000898630,ITGB1-251,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898640,10,32900395,32901635,-,ENST00000898640,ITGB1-261,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966588,10,32900395,32901635,-,ENST00000966588,ITGB1-275,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966591,10,32900396,32901635,-,ENST00000966591,ITGB1-278,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898622,10,32900397,32901635,-,ENST00000898622,ITGB1-243,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898623,10,32900397,32901635,-,ENST00000898623,ITGB1-244,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898624,10,32900397,32901635,-,ENST00000898624,ITGB1-245,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898625,10,32900397,32901635,-,ENST00000898625,ITGB1-246,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898627,10,32900397,32901635,-,ENST00000898627,ITGB1-248,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898628,10,32900397,32901635,-,ENST00000898628,ITGB1-249,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898629,10,32900397,32901635,-,ENST00000898629,ITGB1-250,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898632,10,32900397,32901635,-,ENST00000898632,ITGB1-253,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898633,10,32900397,32901635,-,ENST00000898633,ITGB1-254,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898637,10,32900397,32901635,-,ENST00000898637,ITGB1-258,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898639,10,32900397,32901635,-,ENST00000898639,ITGB1-260,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931353,10,32900397,32901635,-,ENST00000931353,ITGB1-263,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931354,10,32900397,32901635,-,ENST00000931354,ITGB1-264,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931355,10,32900397,32901635,-,ENST00000931355,ITGB1-265,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931356,10,32900397,32901635,-,ENST00000931356,ITGB1-266,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931358,10,32900397,32901635,-,ENST00000931358,ITGB1-268,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931359,10,32900397,32901635,-,ENST00000931359,ITGB1-269,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931361,10,32900397,32901635,-,ENST00000931361,ITGB1-271,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966592,10,32900397,32901635,-,ENST00000966592,ITGB1-279,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966593,10,32900397,32901635,-,ENST00000966593,ITGB1-280,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931357,10,32900398,32901635,-,ENST00000931357,ITGB1-267,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898621,10,32900399,32901635,-,ENST00000898621,ITGB1-242,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898634,10,32900399,32901635,-,ENST00000898634,ITGB1-255,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966594,10,32900399,32901635,-,ENST00000966594,ITGB1-281,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898631,10,32900400,32901635,-,ENST00000898631,ITGB1-252,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898635,10,32900400,32901635,-,ENST00000898635,ITGB1-256,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000898636,10,32900400,32901635,-,ENST00000898636,ITGB1-257,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000931360,10,32900400,32901635,-,ENST00000931360,ITGB1-270,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966597,10,32900401,32901635,-,ENST00000966597,ITGB1-284,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966589,10,32900402,32901635,-,ENST00000966589,ITGB1-276,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966595,10,32900402,32901614,-,ENST00000966595,ITGB1-282,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966596,10,32900402,32901635,-,ENST00000966596,ITGB1-283,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000966598,10,32900402,32901635,-,ENST00000966598,ITGB1-285,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000678766,10,32900412,32901635,-,ENST00000678766,ITGB1-232,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA3,last_exon_group,ITGB1_polyA3_exon_ENST00000676659,10,32900414,32901635,-,ENST00000676659,ITGB1-222,2303.169014084507,1171,29674,tier1_group
ITGB1,ITGB1_polyA4,polyA_window,ITGB1_polyA4_window,10,32901364,32901764,-,ENST00000494395;ENST00000966601;ENST00000966602,ITGB1-216;ITGB1-288;ITGB1-289,3327.3333333333335,9,9964,tier3_polyA
ITGB1,ITGB1_polyA4,last_exon_group,ITGB1_polyA4_exon_ENST00000494395,10,32901564,32901635,-,ENST00000494395,ITGB1-216,3327.3333333333335,9,9964,tier1_group
ITGB1,ITGB1_polyA4,last_exon_group,ITGB1_polyA4_exon_ENST00000966601,10,32901564,32901635,-,ENST00000966601,ITGB1-288,3327.3333333333335,9,9964,tier1_group
ITGB1,ITGB1_polyA4,last_exon_group,ITGB1_polyA4_exon_ENST00000966602,10,32901564,32901635,-,ENST00000966602,ITGB1-289,3327.3333333333335,9,9964,tier1_group
ITGB1,ITGB1_polyA5,polyA_window,ITGB1_polyA5_window,10,32905810,32906210,-,ENST00000474568,ITGB1-210,1062.0,1062,1062,tier3_polyA
ITGB1,ITGB1_polyA5,last_exon_group,ITGB1_polyA5_exon_ENST00000474568,10,32906010,32906580,-,ENST00000474568,ITGB1-210,1062.0,1062,1062,tier1_group
ITGB1,ITGB1_polyA6,polyA_window,ITGB1_polyA6_window,10,32906119,32906519,-,ENST00000676460,ITGB1-220,2013.0,2013,2013,tier3_polyA
ITGB1,ITGB1_polyA6,last_exon_group,ITGB1_polyA6_exon_ENST00000676460,10,32906319,32908534,-,ENST00000676460,ITGB1-220,2013.0,2013,2013,tier1_group
ITGB1,ITGB1_polyA7,polyA_window,ITGB1_polyA7_window,10,32922578,32922978,-,ENST00000475184,ITGB1-211,,,,tier3_polyA
ITGB1,ITGB1_polyA7,last_exon_group,ITGB1_polyA7_exon_ENST00000475184,10,32922778,32923740,-,ENST00000475184,ITGB1-211,,,,tier1_group
ITGB1,ITGB1_polyA8,polyA_window,ITGB1_polyA8_window,10,32925761,32926161,-,ENST00000484088,ITGB1-213,,,,tier3_polyA
ITGB1,ITGB1_polyA8,last_exon_group,ITGB1_polyA8_exon_ENST00000484088,10,32925961,32926109,-,ENST00000484088,ITGB1-213,,,,tier1_group
ITGB1,ITGB1_polyA9,polyA_window,ITGB1_polyA9_window,10,32927950,32928350,-,ENST00000480226,ITGB1-212,0.0,0,0,tier3_polyA
ITGB1,ITGB1_polyA9,last_exon_group,ITGB1_polyA9_exon_ENST00000480226,10,32928150,32928264,-,ENST00000480226,ITGB1-212,0.0,0,0,tier1_group
ITGB1,ITGB1_polyA10,polyA_window,ITGB1_polyA10_window,10,32928012,32928412,-,ENST00000534049,ITGB1-218,0.0,0,0,tier3_polyA
ITGB1,ITGB1_polyA10,last_exon_group,ITGB1_polyA10_exon_ENST00000534049,10,32928212,32928264,-,ENST00000534049,ITGB1-218,0.0,0,0,tier1_group
ITGB1,ITGB1_polyA11,polyA_window,ITGB1_polyA11_window,10,32929734,32930134,-,ENST00000528877;ENST00000464001;ENST00000472147,ITGB1-217;ITGB1-208;ITGB1-209,0.0,0,0,tier3_polyA
ITGB1,ITGB1_polyA11,last_exon_group,ITGB1_polyA11_exon_ENST00000528877,10,32929885,32930044,-,ENST00000528877,ITGB1-217,0.0,0,0,tier1_group
ITGB1,ITGB1_polyA11,last_exon_group,ITGB1_polyA11_exon_ENST00000464001,10,32929932,32930044,-,ENST00000464001,ITGB1-208,0.0,0,0,tier1_group
ITGB1,ITGB1_polyA11,last_exon_group,ITGB1_polyA11_exon_ENST00000472147,10,32929985,32930044,-,ENST00000472147,ITGB1-209,0.0,0,0,tier1_group
ITGB1,ITGB1_polyA12,polyA_window,ITGB1_polyA12_window,10,32932321,32932721,-,ENST00000414670,ITGB1-203,0.0,0,0,tier3_polyA
ITGB1,ITGB1_polyA12,last_exon_group,ITGB1_polyA12_exon_ENST00000414670,10,32932521,32932600,-,ENST00000414670,ITGB1-203,0.0,0,0,tier1_group
ITGB1,ITGB1_polyA13,polyA_window,ITGB1_polyA13_window,10,32958286,32958686,-,ENST00000439974,ITGB1-207,,,,tier3_polyA
ITGB1,ITGB1_polyA13,last_exon_group,ITGB1_polyA13_exon_ENST00000439974,10,32958486,32958886,-,ENST00000439974,ITGB1-207,,,,tier1_group
ITGB2,ITGB2_polyA1,polyA_window,ITGB2_polyA1_window,21,44885755,44886155,-,ENST00000909411;ENST00000909417;ENST00000355153;ENST00000397850;ENST00000397852;ENST00000397854;ENST00000397857;ENST00000475170;ENST00000498666;ENST00000652462;ENST00000909413;ENST00000909421;ENST00000961803;ENST00000523323;ENST00000909416;ENST00000909418;ENST00000909420;ENST00000909419;ENST00000961802;ENST00000961804;ENST00000302347;ENST00000696946;ENST00000909414;ENST00000909415,ITGB2-227;ITGB2-233;ITGB2-203;ITGB2-205;ITGB2-206;ITGB2-207;ITGB2-208;ITGB2-209;ITGB2-212;ITGB2-225;ITGB2-229;ITGB2-237;ITGB2-239;ITGB2-222;ITGB2-232;ITGB2-234;ITGB2-236;ITGB2-235;ITGB2-238;ITGB2-240;ITGB2-201;ITGB2-226;ITGB2-230;ITGB2-231,1401.047619047619,405,21117,tier3_polyA
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909411,21,44885948,44886430,-,ENST00000909411,ITGB2-227,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909417,21,44885949,44886430,-,ENST00000909417,ITGB2-233,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000355153,21,44885953,44886430,-,ENST00000355153,ITGB2-203,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000397850,21,44885953,44886430,-,ENST00000397850,ITGB2-205,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000397852,21,44885953,44886430,-,ENST00000397852,ITGB2-206,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000397854,21,44885953,44886430,-,ENST00000397854,ITGB2-207,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000397857,21,44885953,44886430,-,ENST00000397857,ITGB2-208,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000475170,21,44885953,44886430,-,ENST00000475170,ITGB2-209,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000498666,21,44885953,44886430,-,ENST00000498666,ITGB2-212,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000652462,21,44885953,44886430,-,ENST00000652462,ITGB2-225,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909413,21,44885953,44886430,-,ENST00000909413,ITGB2-229,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909421,21,44885953,44886430,-,ENST00000909421,ITGB2-237,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000961803,21,44885955,44886430,-,ENST00000961803,ITGB2-239,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000523323,21,44885956,44886430,-,ENST00000523323,ITGB2-222,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909416,21,44885956,44886430,-,ENST00000909416,ITGB2-232,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909418,21,44885956,44886430,-,ENST00000909418,ITGB2-234,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909420,21,44885956,44886430,-,ENST00000909420,ITGB2-236,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909419,21,44885958,44886430,-,ENST00000909419,ITGB2-235,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000961802,21,44885958,44886430,-,ENST00000961802,ITGB2-238,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000961804,21,44885958,44886430,-,ENST00000961804,ITGB2-240,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000302347,21,44885965,44886430,-,ENST00000302347,ITGB2-201,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000696946,21,44885965,44886430,-,ENST00000696946,ITGB2-226,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909414,21,44885966,44886430,-,ENST00000909414,ITGB2-230,1401.047619047619,405,21117,tier1_group
